File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
Ex00,1197,0.535326087,1582,0.662542662,1,0.792941547,0.985804351,0.965552148,0.782974229,0.580710703,0.80952381,0.837837838,0.779661017,0.385416667,0.894736842,0.911764706,0.876190476,0.556390977,0.82,0.819548872,0.634311512,0.354596623
Ex01,1135,0.52190396,1510,0.651913324,1,0.790520438,0.986436425,0.966913664,0.771914748,0.578264597,0.80952381,0.837837838,0.813559322,0.397959184,0.894736842,0.911764706,0.897196262,0.569343066,0.824175824,0.82369146,0.641791045,0.351129363
Ex02,1687,0.485670732,2180,0.620869565,1,0.767427606,0.981858825,0.953908886,0.764081304,0.595642411,0.678571429,0.666666667,0.625,0.324324324,0.808510638,0.8,0.769230769,0.489795918,0.762183236,0.744680851,0.576182137,0.35037594
Ex03,3763,0.479097453,4940,0.613458529,0.999844503,0.770527969,0.985902865,0.964138704,0.763734516,0.585552692,0.666666667,0.666666667,0.630434783,0.346666667,0.8,0.8,0.773333333,0.514851485,0.780269058,0.773703041,0.604048583,0.371448371
Ex04,2460,0.507606085,3127,0.641357954,0.999767766,0.767109168,0.981526626,0.954059056,0.784324492,0.594898922,0.678571429,0.666666667,0.643678161,0.344370861,0.808510638,0.8,0.783216783,0.512315271,0.744516129,0.730769231,0.584018801,0.339303483
Ex05,2644,0.520232263,3282,0.65343189,1,0.753010167,0.984348306,0.961495869,0.779691605,0.619452735,0.724137931,0.68852459,0.660194175,0.318681319,0.84,0.815533981,0.795321637,0.483333333,0.731143552,0.716183575,0.559340659,0.339319471
Ex06,1481,0.479254571,1935,0.618869411,1,0.773631788,0.985037605,0.961903667,0.769919196,0.586022033,0.703703704,0.705882353,0.691358025,0.355555556,0.826086957,0.827586207,0.817518248,0.524590164,0.784580499,0.7760181,0.607802875,0.35826087
Ex07,1824,0.524132533,2292,0.658216523,1,0.770847929,0.982056562,0.954911242,0.796175668,0.615090512,0.703703704,0.685185185,0.666666667,0.289308176,0.826086957,0.813186813,0.8,0.448780488,0.741824441,0.723549488,0.570093458,0.325428195
Ex08,1969,0.50639258,2463,0.639543392,1,0.754812376,0.978071663,0.945189516,0.763125418,0.567701648,0.612903226,0.6,0.551020408,0.297468354,0.76,0.75,0.710526316,0.458536585,0.7184,0.709728868,0.562043796,0.315270936
Ex09,2304,0.51778987,2969,0.651730205,1,0.77800734,0.984014413,0.960746915,0.813914339,0.615617439,0.791666667,0.767857143,0.755102041,0.347593583,0.88372093,0.868686869,0.860465116,0.515873016,0.785714286,0.770514604,0.617048346,0.352878465
Ex10,2296,0.500869565,2819,0.638079343,1,0.747409037,0.981635427,0.954987369,0.83067236,0.657267886,0.791666667,0.755102041,0.722891566,0.350993377,0.88372093,0.860465116,0.839160839,0.519607843,0.695585997,0.687405159,0.578947368,0.347931873
A1.0,392,0.563474388,532,0.678743961,0.978433598,0.795746595,0.984831985,0.961682806,0.760204671,0.538061478,0.789473684,0.806451613,0.765957447,0.420289855,0.882352941,0.892857143,0.86746988,0.591836735,0.837837838,0.836734694,0.654320988,0.357142857
A2.0,842,0.539135194,1107,0.667067669,0.981492192,0.788216558,0.986220446,0.966409217,0.793250515,0.590782989,0.8,0.828571429,0.781818182,0.415730337,0.888888889,0.90625,0.87755102,0.587301587,0.816901408,0.816254417,0.641025641,0.363636364
A3.0,1069,0.503483511,1300,0.641675854,0.995310668,0.74203584,0.977899941,0.943997068,0.754968272,0.56224355,0.708333333,0.711111111,0.684931507,0.338842975,0.829268293,0.831168831,0.81300813,0.50617284,0.698795181,0.697885196,0.551246537,0.319148936
A4.0,1449,0.53318299,1913,0.662193184,0.979152656,0.792838498,0.979180562,0.942117144,0.75798376,0.539187593,0.714285714,0.682926829,0.656716418,0.338983051,0.833333333,0.811594203,0.792792793,0.506329114,0.774319066,0.726755218,0.557461407,0.311143271
A4.1,1531,0.531230863,1892,0.669923238,0.986406413,0.769864606,0.979194397,0.945680923,0.781647683,0.574004547,0.761904762,0.707317073,0.647058824,0.308943089,0.864864865,0.828571429,0.785714286,0.472049689,0.749056604,0.728971963,0.572402044,0.330924855
B1.0,2921,0.498626845,3736,0.636080265,0.983173547,0.768512098,0.979070372,0.944661325,0.769734131,0.586683886,0.727272727,0.717948718,0.698529412,0.33203125,0.842105263,0.835820896,0.822510823,0.498533724,0.716814159,0.67206041,0.516160627,0.299159664
C1.0,2967,0.502431662,3729,0.6351629,0.993068298,0.752440911,0.975215861,0.941436952,0.781292383,0.602451794,0.76,0.719298246,0.7,0.321052632,0.863636364,0.836734694,0.823529412,0.486055777,0.709392265,0.694078947,0.55387714,0.320479863
C1.1,1565,0.478680879,1976,0.620292083,0.989357509,0.757453463,0.983651403,0.958050237,0.760163643,0.569056306,0.677419355,0.721311475,0.72,0.385964912,0.807692308,0.838095238,0.837209302,0.556962025,0.735682819,0.727472527,0.583838384,0.348275862
C2.0,3294,0.499392097,4073,0.63760121,0.992022263,0.753023846,0.977003628,0.942551831,0.777573831,0.59183773,0.666666667,0.655737705,0.653846154,0.323076923,0.8,0.792079208,0.790697674,0.488372093,0.712315271,0.696969697,0.560756076,0.320121951
C3.0,1792,0.518926174,2276,0.64735048,0.990433673,0.761812137,0.982902821,0.959035215,0.807637062,0.591344255,0.72,0.711538462,0.689655172,0.375,0.837209302,0.831460674,0.816326531,0.545454545,0.739130435,0.738656987,0.598662207,0.33988764
C4.0,3115,0.494318182,4036,0.631684614,0.985851623,0.77807722,0.983615282,0.958946298,0.753047575,0.557513902,0.65625,0.691176471,0.686956522,0.344660194,0.79245283,0.817391304,0.81443299,0.512635379,0.773072747,0.763243243,0.595494613,0.322764228
C5.0,5306,0.480923498,7145,0.615053068,0.98135805,0.787098234,0.988921901,0.972426288,0.775588818,0.582797558,0.71875,0.735294118,0.715517241,0.336538462,0.836363636,0.847457627,0.834170854,0.503597122,0.817001947,0.811003236,0.6303207,0.366927593
C6.0,4579,0.480249716,5443,0.627625368,0.99789347,0.734694366,0.975527804,0.936167701,0.785459136,0.592534936,0.685714286,0.691358025,0.685714286,0.348659004,0.813559322,0.817518248,0.813559322,0.517045455,0.680194805,0.677210057,0.554552295,0.330754352
C7.0,1921,0.462957786,2525,0.594116701,0.987856908,0.761139345,0.986108293,0.963226855,0.758220214,0.566706157,0.594594595,0.626666667,0.629032258,0.328502415,0.745762712,0.770491803,0.772277228,0.494545455,0.75,0.733208955,0.571186441,0.330935252
C8.0,2153,0.5,2837,0.632179437,0.982679572,0.779664309,0.985640739,0.962427205,0.768508568,0.563824615,0.621621622,0.666666667,0.661290323,0.331730769,0.766666667,0.8,0.796116505,0.498194946,0.802795031,0.794117647,0.613668061,0.354044549
